,product_name,countries_en,ingredients_text,traces_en,additives_n,sugar,niacin,citric acid,natural flavor,folic acid),corn syrup,thiamine mononitrate,riboflavin,salt,water
3018,"Kettle Cooked Potato Chips, Original",United States,"Potatoes, vegetable oil (contains one or more of the following: corn, cottonseed, sunflower and/or canola), sea salt.",,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3019,"Kettle Cooked Potato Chips, Original",United States,"Potatoes, vegetable oil (contains one or more of the following: corn, sunflower and/or canola), sea salt.",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3020,"Kettle Cooked Potato Chips, Sea Salt & Cracked Pepper",United States,"Potatoes, vegetable oil (contains one or more of the following: corn cottonseed, sunflower and/or canola), seasoning (maltosextrin, black pepper, garlic powder, onion powder, yeast extract, spice extractives, sea salt), sea salt.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3021,"Kettle Cooked Potato Chips, Mesquite Bbq",United States,"Potatoes, vegetable oil (corn, cottonseed, sunflower and/ or canola), seasoning (sugar, salt, dextrose, spices, tomato powder, onion powder, torula yeast, garlic powder, corn starch, extractives of paprika, natural flavors, malted barley powder, natural mesquite smoke flavor, citric acid, sunflower oil), sea salt.",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3022,Natural Queso Fresco Crumbling Cheese,United States,"Cultured pasteurized milk, salt and enzymes.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3023,Natural Grade Aa Large Brown Eggs,United States,Large brown eggs.,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
3024,Whole Milk,United States,"Organic milk, vitamin d3.",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3025,Lactose Free 1% Lowfat Chocolate Milk,United States,"Fat free milk, milk, sugar, cocoa (processed with alkali), corn starch, cocoa, calcium carbonate*, salt, lactase enzyme*, carrageenan, vanillin (artificial flavor), vitamin a palmitate, vitamin d3.",,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3026,"Natural & Artificial Butter Flavored Popcorn, Original Butter",United States,"Popcorn, partially hydrogenated soybean oil, salt, natural and artificial flavor, color (annatto extract).",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3027,"Popcorn, Movie Theater Butter",United States,"Popcorn, partially hydrogenated soybean oil, salt, less than 2% of the following: natural and artificial flavor, color (annatto extract).",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3028,"Microwave Kettle Popcorn, Sweet & Salty",United States,"Yellow popcorn, partially hydrogenated soy oil, salt, natural and artificial flavor, soy lecithin, sucralose.",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3029,Microwave Natural Popcorn,United States,"Popcorn, partially hydrogenated soybean oil, salt.",,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3030,"Popcorn, Original Butter",United States,"Popcorn, partially hydrogenated soybean oil, salt, natural and artificial flavor, color (annatto extract).",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3031,"Microwave Popcorn, Movie Theater Butter, Movie Theater Butter",United States,"Popcorn, partially hydrogenated soy oil, salt, natural and artificial flavors, soy lecithin, beta-carotene (for color).",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3032,Low Moisture Part Skim Mozzarell Twists String Cheese,United States,"Pasteurized part-skim milk, cheese culture, salt, annatto (for color), enzymes.",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3033,"Red Bacon Bits, Hickory Smoke",United States,"Bacon (cured with water, salt, sugar, sodium phosphate, sodium nitrite), smoke flavoring.",,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3034,"Turkey Bacon Pieces, Hickory Smoke",United States,"Turkey, mechanically separated turkey, water, salt, sugar, flavoring (salt, sugar, maltodextrin, natural smoke flavor, spice), sodium phosphate, sodium erythorbate, sodium nitrite.",,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3035,French Bread Microwave Pizza In Minutes,United States,"Bread (enriched unbleached wheat flour [flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid], water, soybean oil, contains 2% or less of: sugar, salt, palm oil, yeast, dough conditioners [sweet whey, ammonium sul",,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3036,"All Natural Preserves, Wild Maine Blueberry",United States,"Wild maine blueberries, cane sugar, fruit pectin, citric acid.",,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
3037,"All Natural Preserves, Triple Berry",United States,"Fruit (oregon marion blackberries, red raspberries, strawberries), cane sugar, fruit pectin, citric acid.",,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3038,Chunk Chicken Breast In Lemon Pepper Sauce,United States,"Cooked chicken breast (chicken breast meat, water, contains 2% or less of: salt, modified food starch, sodium phosphate), sauce (water, maltodextrin, modified corn starch, rice flour, hydrolyzed corn protein, lemon powder [corn syrup, lemon juice concentrate, lemon oil], salt, spices, sugar, onion powder, yeast extract, natural flavors, chicken broth, dextrose, disodium inosinate, disodium guanylate, xanthan gum)",,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3039,"Strawberry Pie Filling, Strawberry",United States,"Strawberries, water, sugar, modified corn starch, red 40, erythorbic acid (to promote color retention).",,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3040,"Extra Peach Pie Filling, Peach",United States,"Sliced peaches, water, sugar, modified corn starch, salt, citric acid, yellow 5, red 40, erythorbic acid (to promote color retention).",,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3041,"Extra Cherry Pie Filling, Cherry",United States,"Red tart pitted cherries, water, sugar, modified corn starch, erythorbic acid (to help promote color retention), red 40.",,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3042,Extra Long Asparagus Spears,United States,"Asparagus, water, salt.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3043,Cut Asparagus Spears,United States,"Asparagus, water, salt.",,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3044,Elbow Macaroni,United States,"Semolina niacin, ferrous sulfate, thiamin mononitrate, riboflavin, folic acid.",,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3045,Cut Asparagus Spears,United States,"Asparagus, water, salt.",,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
3046,Olive Oil Mayo,United States,"Water, soybean oil, olive oil, whole eggs and egg yolks, modified potato starch, distilled vinegar, sugar, salt, lemon juice concentrate, natural flavor, calcium disodium edta (to protect flavor).",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3047,Classic Bratwurst Sausage,United States,"Pork, water, corn syrup, contains 2% or less of: sodium lactate, salt, dextrose, spice, potassium chloride, maltodextrin, natural flavors, sugar, oleoresin capsicum, silicon dioxide (anti-caking), calcium stearate (anti-caking), corn oil (processing aid).",,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3048,Deluxe Shells & Cheese Dinner,United States,"Enriched macaroni product (wheat flour, durum flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid), cheese sauce (water, cheddar cheese [pasteurized milk, cheese culture, salt, enzymes], soy and/or canola oil, whey, non-fat dry mi",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3049,Triple Cheese Macaroni & Cheese Dinner,United States,"Enriched macaroni product (wheat flour, durum flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid), cheese sauce mix (whey, corn syrup solids, palm oil, nonfat milk, butter [cream, salt], salt, milk protein concentrate, cheddar ch",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3050,Pecan Praline Ice Cream Bars,United States,"Ice cream: milkfat and nonfat milk, sugar, corn syrup, whey, natural and artificial flavors, mono- and diglycerides, guar gum, locust bean gum, calcium sulfate, polysorbate 80, carrageenan. coating: sugar, coconut oil, chocolate liquor, cocoa, cocoa butte",,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3051,Yellow Cling Diced Peaches,United States,"Peaches, water, ascorbic acid (vitamin c) to protect color, citric acid, sucralose and acesulfame k.",,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
3052,Whole Green Beans,United States,"Ingredients: green beans, water, sat.",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3053,Authentic Strained Greek Nonfat Yogurt,United States,"Strained yogurt: grade a pasteurized skim milk, live active cultures (s. thermophilus, l. bulgaricus, l. acidophilus, b. lactis). lemon fruit preparation: sugar, water, lemon juice concentrate, pectin, natural flavor, sodium citrate, color (turmeric).",,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3054,Chopped Turnip Greens With Diced White Turnips,United States,"Ingredients: turnip green, diced white turnips, water, salt.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3055,Cut Green Beans,United States,"Ingredients: italian green bean, water, salt.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3056,Chopped Mixed Greens,United States,"Ingredients: turnip greens, mustard greens, water, salt.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3057,Cut Extra Green Beans,United States,"Green beans, water, salt, zinc chloride (for color stabilization).",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3058,Cut Wax Beans,United States,"Wax beans, water, salt.",,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
3059,cut green beans,United States,"Green beans, water, salt.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3060,Green Beans,United States,"Green bean, water, salt.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3061,Cut Green Beans,United States,"Green beans, wat.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3062,Cut Green Beans,United States,"Green beans, water.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3063,Sliced Green Beans,United States,"Ingredients: green beans, water,salt.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3064,French Style Sliced Green Beans,United States,"Beans, water, salt.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3065,Sliced Green Beans,United States,"Ingredients: green beans, water",,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3066,Cut Green Beans And Shellie Beans,United States,"Green beans, water, pinto beans, salt, calcium chlorite (help maintain firmness).",,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3067,Cut Green Beans,United States,"Ingredients: green beans, water, salt.",,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3068,Green Lime Beans,United States,"Lima beans, water, salt.",,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3069,Zero Calorie Sweetener,United States,"Dextrose with maltodextrin, 3.6% sodium saccharin, cream of tartar, calcium silicate (anti-caking agent)",,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
3070,Sparkling Beverage,United States,"Sparkling water, cane sugar, natural flavor, citric acid, beta-carotene (for color).",,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3071,Pepperoncini,United States,"Pepperoncini, water, vinegar, salt, citric acid, sodium benzoate (preservative), sodium bisulfite (color protectant), yellow 5.",,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3072,Classic Crispy Crust Pizza,United States,"Crust: enriched flour (wheat flour, malted barley flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, sugar, yeast, salt, baking powder (cornstarch, sodium bicarbonate, sodium aluminum sulfate, monocalcium ph",,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3073,Classic Crispy Crust Microwave Pizza,United States,"Crust: enriched flour (wheat flour, malted barley flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, sugar, yeast, salt, baking powder (cornstarch, sodium bicarbonate, sodium aluminum sulfate, monocalcium ph",,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3074,Chick Peas,United States,"Ingredients: prepared chick peas, water, salt, calcium chloride (firming agent), disodium edta added to promote color retention.",,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3075,Beans & Franks,United States,"Ingredients: prepared white beans, water, franks (containing: mechanically separated chicken, water, salt, beef, flavoring, sugar, sodium phosphate, sodium erythorbate, sodium  nitrate), tomato concentrate (water, tomato paste), sugar, contains less than 2% of: high fructose corn syrup, salt, onion powder, oleoresin paprika (for color), natural flavors.",,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3076,Freezer Pops,United States,"Water, high fructose corn syrup, citric acid, natural and artificial flavoring, blue 1, green 3, red 40, yellow 5, yellow 6, vegetable gum, less than 1/10 of 1% of sodium benzoate and potassium sorbate (preservatives).",,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3077,Black Tea British Blend,United States,Black tea.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3078,"Ralphs, British Blend Black Tea",United States,Black tea,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3079,Frozen Blueberries,United States,Blueberries,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3080,"Curious George, Fruit Flavored Snacks",United States,"Corn syrup, sugar, fruit juice concentrate (apple, grape, strawberry, orange, raspberry), modified corn starch, corn starch, partially hydrogenated vegetable oil (soybean and cottonseed). contains less than 2% of the following: malic acid, ascorbic acid (vitamin c), natural and artificial flavors, white mineral oil, blue 1, red 40, yellow 5, yellow 6, carnauba wax.",,8.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
3081,Multigrain Rice Crackers With Sea Salt & Pepper,United States,"Brown rice flour, sesame seeds, potato starch, safflower oil, quinoa seeds, amaranth seeds, sea salt and pepper seasoning (sea salt, potassium chloride, black pepper, natural flavors), tamari soy sauce powder (tamari soy sauce [soybeans, salt], maltodextr",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3082,White Quinoa & Barley,United States,"Cooked organic white quinoa (organic white quinoa, water), organic cooked barley (organic barley, water), organic extra virgin olive oil, sea salt, black pepper.",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3083,Fruit Flavored Snacks,United States,"Ingredients: corn syrup, sugar, fruit juice concentrate (apple, grape, strawberry, orange, lemon), modified corn starch, corn starch, partially hydrogenated vegetable oil (soybean and cottonseed), contains less than 2% of the following: malic acid, ascorbic acid (vitamin c), natural and artificial flavors, white mineral oil, blue 1, red 40, yellow 5, yellow 6, carnauba wax.",,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3084,Fruit Flavored Snacks,United States,"Ingredients: corn syrup, sugar, fruit juice concentrate (apple, grape, strawberry, orange, lemon), modified corn starch, corn starch, partially hydrogenated vegetable oil (soybean and cottonseed), contains less than 2% of the following: malic acid, ascorbic acid (vitamin c), natural and artificial flavors, white mineral and artificial flavors, white mineral oil, blue 1, red 40, yellow 5, yellow 6, carnauba wax.",,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3085,"Peanuts, Fruit Flavored Snacks",United States,"Ingredients: corn syrup, sugar, fruit juice concentrate (apple, cherry, raspberry), modified corn starch, corn starch, partially hydrogenated vegetable oil (soybean and cottonseed). contains less than 2% of the following: malic acid, natural and artificia",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3086,Sliced Beets,United States,"Ingredients: beets, water.",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3087,Shoestring Beets,United States,"Beets, water, salt.",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3088,Sliced Beets,United States,"Beets, water, salt.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3089,Whole Beets,United States,"Ingredients: beets, water, salt.",,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3090,Sliced Pickled Beets,United States,"Ingredients: beets, water, sugar, high fructose corn syrup, vinegar, spice, salt.",,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3091,Toasted Flakes With Fruit & Yogurt,United States,"Rice, whole grain wheat, sugar, wheat bran, whole grain rolled oats, soluble wheat fiber, powdered sugar (sugar, cornstrach). contains 2% or les of: corn syrup, rice flour, salt, malted barley syrup, vegetable oil (palm kernel and canola), dried apples, dextrose, wheat flakes, whole grain wheat flour, honey, natural flavor, nonfat dry milk, nonfat yogurt powder (cultured nonfat milk), soy lecithin, molasses, artificial flavor, citric acid, cornstarch, degermed yellow corn meal, mixed tocopherols and bht added to preserve freshness, malic acid, trisodium phosphate, added color, baking soda, red 40, blue 1, calcium stearate, sodium sulfite (to promote color retention). vitamins and minerals: sodium ascorbate, alpa tocopherol acetate, reduced iron, niacinamide, pyridoxine hydrochloride, vitamin a palmitate, riboflavin, thiamine mononitrate, folic acid, cholecalciferol, cyanocobalamin.",,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3092,Original Tomato Ketchup,United States,"Tomato concentrate, high fructose corn syrup, distilled vinegar, corn syrup, salt, contains 2% or less of: spice, onion powder, natural flavors.",,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
3093,Blueberries,United States,Organic blueberries.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3094,Hazelnut Spread Crunchy,United States,"Ingredients: organic cane sugar, organic vegetable oil (palm, sunflower), organic hazelnuts, organic cocoa, organic skimmed milk powder, emulsifier (sunflower lecithin), organic vanilla extract.",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3095,Hazelnut Spread,United States,"Organic cane sugar, organic vegetable oil (palm, sunflower), organic hazelnuts, organic cocoa, organic skimmed milk powder, emulsifier (sunflower lecithin), organic vanilla extract.",,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
3096,Chili Hot Beans,United States,"Prepared pinto beans, water, tomato paste, salt, seasonings (chili pepper and other spices, salt, garlic powder, onion powder, soybean oil), sugar, modified corn starch, soybean oil, dextrose, calcium chloride (firming agent).",,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
3097,"Classic Applesauce, Apple",United States,"Apples, high fructose corn syrup, corn syrup, water, ascorbic acid (to maintain color)",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3098,Garbanzo Bans Chicks Peas,United States,"Prepared garbanzo beans, water, salt, calcium chloride, sodium metabisulfite and disodium edta (for color retention).",,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
3099,"Delicious Creamy Spread, Almond Cookie",United States,"Cookies (organic wheat flour, organic brown sugar, organic butter [cream], organic skimmed milk powder, leavening [ammonium bicarbonate, sodium bicarbonate, citric acid], sea salt, natural flavor), organic vegetable oil (sunflower, palm), organic cane sug",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3100,Vanilla Cookie Spread,United States,"Cookies (organic wheat flour, organic brown sugar, organic butter [cream], organic skimmed milk powder, leavening [ammonium bicarbonate, sodium bicarbonate, citric acid], sea salt, natural flavor), organic vegetable oil (sunflower, palm), organic cane sug",,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
3101,High Fiber Brownie,United States,"Chicory root extract, enriched wheat flour (bleached wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), sugar, chocolate flavored chips (sugar, partially hydrogenated palm kernel, coconut and palm oils,",,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3102,Cannellini Beans,United States,"Water, organic cannellini beans, sea salt.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3103,100% Egg Whites,United States,Organic egg whites.,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3104,"Pita Chips, Cinnamon Sugar, Oven-Baked Wheat Pita Chips Seasoned With Cinnamon And Sugar",United States,"Wheat flour ( wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), sunflower oil, sugar, cinnamon, sea salt, yeast, cultured wheat flour.",,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
3105,Tortilla Cupz,United States,"White corn, vegetable oil (corn, sunflower, safflower, and/or canola), salt.",,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
3106,"Liquid Water Enhancer With Vitamins B3 B6 B12, Berry Pomegranate",United States,"Water, propylene glycol, malic acid, citric acid, sucralose and acesulfame potassium (sweeteners), natural flavor, potassium citrate, niacinamide, red 40, potassium sorbate (preservative), pyridoxine hydrochloride, blue 1, cyanocobalamin.",,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3107,"Yellow Cling Diced Peaches In Light Syrup, Peach",United States,"Diced peaches, water, sugar, natural flavors, ascorbic acid (vitamin c) to protect color, citric acid",,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3108,Mixed Fruit Light Syrup Snack Bowls,United States,"Diced peaches, water, diced pears, sugar, pineapple sectors, natural flavors, ascorbic acid (vitamin c) to protect color, citric acid",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3109,"Liquid Water Enhancer With Vitamins B3 B6 B12, Strawberry Watermelon",United States,"Water, propylene glycol, malic acid, citric acid, sucralose and acesulfame potassium (sweeteners), natural flavor, potassium citrate, niacinamide, red 40, potassium sorbate (preservative), pyridoxine hydrochloride, cyanocobalamin.",,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3110,Potato Chips,United States,"Potatoes, vegetable oil (corn, sunflower, and/or canola oil), lactose, sodium diacetate, maltodextrin sea salt, malt vinegar powder, malic acid, citric acid.",,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3111,Salted Butter,United States,"Cream, salt.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3112,"Juice Cocktail, White Cranberry Strawberry",United States,"Filtered water sugar, high fructose corn syrup, white grape juice concentrate white cranberry juice concentrate strwberry juice concentrate natural flavores ascorbic acid (vitamin c). citric acid red 40)",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3113,Sliced Carrots,United States,"Ingredients: carrots, water, salt, calcium chloride (as a firming agent).",,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3114,Whole Baby Carrots,United States,"Ingredients: carrots, water, salt, calcium chloride (as a firming agent).",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3115,Black Beans,United States,"Waters, black beans, seasoning (onion and garlic powders, maltodextrin, spices [including chili pepper], yeast extract, salt, sugar, citric acid, natural flavors), salt.",,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3116,"Kettle Chips, Sea Salt And Balsamic Vinegar",United States,"Potatoes, vegetable oil (contains one or more of: cottonseed oil. corn oil, canola oil), seasoning (maltodextrin, dextrose, sea salt, sugar, vinegar solids [white, balsamic, malt], citric acid, sunflower oil, modified corn starch, extract of paprika), sea salt.",,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
3117,Supersweet Golden Corn Whole Kernel,United States,"Corn, water, salt.",,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3118,Golden Corn Whole Kernel,United States,"Ingredients: corn, water, sugar, salt.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3119,Whole Kernel Sweet Golden Corn,United States,"Corn, water.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3120,"White Corn, Whole Kernel",United States,"Corn, water, sugar,salt.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3121,White Corn,United States,"Ingredients: corn, water, sugar, modified corn starch, salt.",,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3122,White & Gold Whole Kernel Corn,United States,"Ingredients: corn, water, salt.",,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3123,Cream Style Golden Corn,United States,"Corn, water, sugar, modified corn starch, salt.",,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3124,"Tortilla Chips, Blue Corn",United States,"Ground blue corn, vegetable oil, (corn sunflower, safflower and/or canola oil), and salt",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3125,Chicken Enchiladas,United States,"Corn tortillas (ground corn treated with lime water, propionic acid, guar gum, cellulose gum, benzoic acid, phosphoric acid and enzymes to preserve freshness), milk (milk, vitamin d3), cooked rice (water, rice [long grain parboiled rice, iron phosphate, n",,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3126,"Greek Frozen Yogurt Bars, Strawberry Vanilla",United States,"Skim milk, milk, sugar, strawberry puree (strawberries, sugar), greek frozen yogurt base (whey protein concentrate, cultured dairy solids [whey protein concentrate, whey powder, nonfat milk, natural flavor], milk protein concentrate, natural flavors), cream, corn syrup, contains 2% or less of: egg yolks, carob bean gum, guar gum, carrageenan, polysorbate 80, citric acid, vanilla extract, natural flavors, strawberry juice concentrate, cherry juice concentrate, beet juice (color).",,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3127,Greek Frozen Yogurt Bars,United States,"Skim milk, milk, sugar, cream, greek frozen yogurt base (whey protein concentrate, cultured dairy solids [whey protein concentrate, whey powder, nonfat milk, natural flavor], milk protein concentrate, natural flavors), blueberry base (blueberries, sugar,",,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
