product_name,countries_en,ingredients_text,traces_en,additives_n,natural flavor,citric acid,salt,folic acid),niacin,sugar,water,riboflavin,corn syrup,thiamine mononitrate,label
"Graham Stix, Cinnamon",United States,"Enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), sugar, soybean oil (with tbhq [anti-oxidant]), graham flour, honey, high fructose corn syrup, oat flour, water. contains 2% or less of: cinnamon, malted barley flour, dextrose, salt, baking soda, caramel color, natural and artificial flavors (contains milk), ammonium bicarbonate.",,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Graham Stix, Honey",United States,"Enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), sugar, soybean oil (with tbhq [anti-oxidant]), graham flour, honey, high fructose corn syrup, oat flour, water. contains 2% or less of: malted barley flour, dextrose, salt, baking soda, caramel color, natural and artificial flavors (contains milk), ammonium bicarbonate.",,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mint Twist Pretzels,United States,"Enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), salt, contains 2% or less of: canola oil and/or soybean oil, corn syrup, barley malt extract, leavening (yeast, sodium bicarbonate, and/or ammonium bicarbonate).",,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1
Reduced Fat Original Wheat Crisps,United States,"Enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), whole wheat flour, cracked wheat flour, water, soybean oil (with tbhq [antioxidant]), sugar, rye flour, nalted barley flour, malted corn flour, corn syrup, soy lecthin, salt, corn flour, extractives of paprika and turmeric (for color), sodium sulfate, whey.",,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1
Baked Wheat Crisps Multi-Grain Crackers,United States,"Enriched flour (wheat flour, barley malt, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), whole wheat flour, wheat bran, rye flour, sugar, soybean oil (with tbhq [antioxidant]), corn syrup, oats, water, molasses, malted barley flour, salt, onion powder, soy lecithin, sodium sulfite, whey.",,5.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1
"Baked Wheat Crisps Crackers, Original",United States,"Enriched flour (wheat flour, barley malt, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, whole wheat flour, cracked wheat, sugar, soybean oil (with tbhq [antioxidant]), rye flour, malted barley flour, dextrose, salt, soy lecithin, extractives of turmeric and paprika (color), sodium sulfite, whey.",,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1
Uncured Pepperoni,United States,"Pork,sea salt,contains less than 2% of the following: natural flavoring,turbinado sugar, paprika,natural smoke flavor,lactic acid starter culture,garlic,celery powder,oleoresin of paprika.",,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1
Uncured Hard Salami,United States,"Pork, sea salt, contains less than 2% of the following: natural flavoring, natural smoke flavor, turbinado sugar, wine, celery powder, garlic, lactic acid starter culture.",,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1
"Country Club Crackers, Original",United States,"Enriched flour (wheat flour, barley malt, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), soybean oil (with tbhq [antioxidant]), sugar, water. contains less than 2% of: salt, malt syrup, corn syrup, vinegar, leavening (baking soda, monocalcium phosphate, ammonium bicarbonate), sodium sulfite, whey, enzymes.",,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1
Saltines Unsalted Crack-Arrrs,United States,"Enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil (with tbhq [antioxidant]), yeast, sugar, baking soda, salt, calcium sulfate, ammonium sulfate, whey, enzymes.",,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1
Saltines Wheat Crack-Arrrs,United States,"Enriched flour (wheat flour (wheat flour, barley malt, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), whole wheat flour, water, soybean oil (with tbhq [antioxidant]), yeast, sugar, salt, baking soda, caramel color, calcium sulfate, ammonium sulfate, whey, enzymes.",,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1
"Graham Crackers, Original",United States,"Enriched flour (wheat flour, barley malt, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), graham flour, sugar, water, soybean oil (with tbhq [antioxidant]), molasses, high fructose corn syrup, oat fiber, salt, baking soda, artificial flavor, dextrose, modified cornstarch, cornstarch, sodium sulfite, soy lecithin, whey, enzymes.",,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1
Tortilla Chips,United States,"White corn, vegetable oil, (corn, soybean, canola and/or sunflower oil), salt.",,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1
Cheese & Garlic Croutons,United States,"Ingredients: enriched flour (wheat flour, barley malt, niacian, reduced iron, thiamin mononitrate, riboflavin, folic acid), partially hydrogenated soybean oil, high fructose corn syrup, dehydrated cheddar, parmesan and romano cheese (whey,buttermilk [pasteurized cultured milk, enzymes],reduced lactose whey, maltodextrin, sodium phosphate, milk, cream, cultures, sodium saseinate, citric acid, lactic acid), salt, yeast. contains 2% or less of wheat glauten, nonfat dry milk, onion, garlic,parsley, calcium propionate (preservative), dough conditioners (may contain one or more of the following: sodium steqroyl lactylate, calciumstearoyl lactylate, calcium peroxide, calcium sulfate, ammonium sulfate, calcium iodate, ascorbic acid), natural flavors, paprika, chives, vinegar, tbhq (to preserve freshness).",,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Graham Crackers, Cinnamon",United States,"Enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), whole grain wheat flour, sugar, canola and/or soybean oil, citric acid and tbhq (preservatives). contains 2% or less of molasses, honey, baking soda and/or calcium phosphate, salt, dextrose, cinnamon, soy lecithin, natural cinnamon flavor, sodium sulfite.",,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
Chocolate Brownies,United States,"Sugar, bleached enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), soybean oil, egg white, corn syrup, water, chocolate (sugar, chocolate liquor, cocoa butter, soybean lecithin, vanilla extract), cocoa powder (processed with alkali), vegetable oil shortening (palm, canola and modified palm oil), salt, natural & artificial flavor, whey powder, modified corn starch, leavening (sodium acid pyrophosphate, sodium bicarbonate, corn starch, monocalcium phosphate, calcium sulfate), soybean lecithin.",,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1
Whole Wheat Crisps,United States,"Whole wheat graham flour, whole wheat flour, water, cracked wheat, sugar, soybean oil (with tbhq [antioxidant]), malted barley flour, vital wheat gluten, monocalcium phosphate, baking soda, salt, soy lecithin, extractives of paprika and turmeric (for color), whey, sodium sulfite, enzymes.",,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Kroger mini twist pretzels ,United States,"Enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), salt, contains 2% or less of: canola oil and/or soybean oil, corn syrup, barley malt extract, leavening (yeast, sodium bicarbonate, and/or ammonium bicarbonate)",,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
"Pretzel Haus, Stick Pretzels",United States,"Enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), salt, contains 2% or less of: corn syrup, canola oil and/or soybean oil, barley malt extract, leavening (yeast sodium bicarbonate, and/or ammonium bicarbonate).",,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Chocolate Cake Cookies,United States,"Sugar, enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), corn syrup, high fructose corn syrup, cocoa processed with alkali, skim milk. contains 2% or less of: glycerin, soy lecithin, mono- and diglycerides, leavening (baking soda, sodium acid pyrophosphate, calcium phosphate), gelatin, corn starch, modified corn starch, chocolate liquor, salt, potassium sorbate (preservative), artificial flavor.",,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Puffed Cheese Curls,United States,"Corn meal, vegetable oil (corn, soybean, canola and/or sunflower oil), whey, reduced lactose whey, salt, partially hydrogenated soybean oil, maltodextrin, cheddar cheese (milk, cheese culture,salt, enzymes), sour cream (cultured cream, nonfat milk), blue cheese (milk cheese cultures, salt, enzymes), disodium phosphate, autolyzed yeast extract, artificial color (yellow 5 and 6, yellow 6 lake), annatto (for color), natural and artificial flavor, lactic acid, citric acid.",,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Pork Rinds Chicharrones,United States,Pork rinds and salt.,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Pork Rinds,United States,"Pork rinds, salt, torula yeast, paprika, sugar, flavoring, modified food starch, monosodium glutamate.",,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Pork Rinds Chicharrones, Hot 'N Spicy",United States,"Pork rinds, salt, dextrose, spices including chili peppers, torula yeast, maltodextrin, paprika, monosodium glutamate, onion powder, garlic powder, extractives of paprika, yellow 6 lake, natural flavor, caramel color, red 40 lake.",,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Corn Chips, Original",United States,"Corn, vegetable oil (canola corn, cottonseed, soybean and/or sunflower), salt.",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Rainbow Cake Cups,United States,"Enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), tapioca flour, sugar, vegetable oil shortening (soybean oil or canola oil, modified palm oil, soy lecithin), leavening (sodium bicarbonate, ammonium bicarbonate), salt, natural flavor, annatto (for color), yellow 5, yellow 6, blue 1, red 3, red 40.",,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Sugar Cones,United States,"Bleached enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), brown sugar, vegetable oil shortening (soybean oil or canola oil, modified palm oil, soy lecithin), oat fiber, salt, caramel color, artificial flavor, soy lecithin.",,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1
Waffle Cones,United States,"Ingredients: bleached enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), brown sugar, vegetable oil shortening (soybean oil or canola oil, modified palm oil, soy lecithin), soy lecithin), soy lecithin, oat fiber, salt, artificial flavor.",,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1
Waffle Bowls,United States,"Bleached enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), brown sugar, vegetable oil shortening (soybean oil or canola oil, modified palm oil, soy lecithin), soy lecithin, oat fiber, salt, artificial flavor.",,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1
Cake Cups,United States,"Ingredients: enriched wheat flour (wheat flour, niacin, reduced iron, thiamin flour, sugar, vegetable oil shortening (soybean oil or canola oil, modified palm oil, soy lecithin), leavening (sodium bicarbonate, ammonium bicarbonate), salt, natural flavor, annatto (for color).",,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1
Cake Cups,United States,"Enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), tapioca flour, sugar, vegetable oil shortening (soybean oil or canola oil, modified palm oil, soy lecithin), leavening (sodium bicarbonate, ammonium bicarbonate), salt, natural flavor, annatto (for color).",,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1
"Sandwich Cracker, Cheddar Cheese",United States,"Enriched wheat flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), vegetable oil (contains one or more of the following: canola oil, corn oil, palm oil, soybean oil), buttermilk solids, whey, sugar, salt, corn syrup, leavening (sodium bicarbonate, monocalcium phosphate), cheddar cheese (cultured pasteurized milk, salt, enzymes), skim milk powder, spices, artificial colo (yellow 5, yellow 6, yellow 5 lake), soy lecithin, natural and artificial flavor, disodium phosphate.",,8.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1
"Sandwich Crackers, Peanut Butter & Cheese",United States,"Enriched wheat flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), peanuts, vegetable oil (contains one or more of the following: canola oil, corn oil, palm oil, soybean oil), dextrose, salt, sugar, leavening (sodium bi",,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1
"Croutons, Seasoned Herb",United States,"Enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), canola and/or sunflower oil, yeast, salt, contains 2% or less of: high fructose corn syrup, romano and parmesan cheeses (blend [pasteurized cultures milk, enzymes, salt], buttermilk cultured milk, citric acid, salt, cheese cultures, enzymes), whey, maltodextrin, spices, natural flavors (milk), calcium propionate (preservative), dehydrated garlic, dehydrated disodium inosinate, disodium guanylate, extractive of annatto and turmeric (for color), sodium stearoyl lactylate, calcium sulfate, enzymes, ascorbic acid, tbhq (to preserve freshness).",,10.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1
Croutons Caesar,United States,"Enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), canola and/or sunflower oil, yeast, salt, contains 2% or less of: high fructose corn syrup, garlic powder, whey, buttermilk powder, romano and blue cheese (blend [cultured milk, salt, enzymes], buttermilk, whey, disodium phosphate, pasteurized cultured milk, citric acid, salt, sodium citrate, enzymes), onion powder, hydrolyzed corn protein, autolyzed yeast extract, calcium propionate (preservative), spices, anchovy extract, dehydrated parsley, spice extracts, artificial flavor, extractives of annatto & turmeric (for color), sodium stearoyl lactylate, calcium sulfate, enzymes, ascorbic acid, tbhq (to preserve freshness).",,10.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1
Multi Multigrain Loaf Bread,United States,"Enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid, malted barley flour), water, rye flour, wheat berries, whole wheat flour, sunflower seeds, roasted pumpkin seeds (pumpkin seeds, canola oil, salt), mill",,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1
"Corn Puff Poppers, Extreme Butter",United States,"Corn meal, vegetable oil (corn, soybean, canola and/or sunflower oil), salt, medium chain triglycerides, turmeric extract (for color), natural and artificial flavor, whey.",,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1
Classic Potato Chips,United States,"Potatoes, vegetables oil (corn, cottonseed, and/or canola), salt.",,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1
Wavy Classic Potato Chips,United States,"Potatoes, vegetable oil (corn, cottonseed and/or canola), salt.",,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1
Salted Popcorn,United States,"Popcorn, vegetable oil (corn, soybean, canola and/or sunflower oil), salt",,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1
Pecan Sweet Rolls,United States,"Enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, sugar, corn syrup, high fructose corn syrup, palm oil, soybean oil, yeast, contains 2% or less of each of the following: cinnamon, pecans, salt, monoglycerides, cornstarch, soy lecithin, natural and artificial flavor, dextrose, calcium sulfate, calcium stearoyl lactylate, sodium stearoyl lactylate, cinnamic aldehyde, polysorbate 80, colored with extractives of turmeric and annatto seed, eggs, cellulose gum, leavening (baking soda), calcium propionate and sodium propionate (to retard spoilage).",,8.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1
Club Half Sub,United States,"Multigrain sub roll (enriched wheat flour [wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid], water, grain blend [fermented wheat flour, wheat grain, rye grain, oat grain, flax seeds, rye sourdough, mill",,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1
Italian Style Half Sub,United States,"Sub roll (enriched wheat flour [wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid], water, contains 2% or less of: yeast, sugar, salt, malted barley extract, wheat gluten, vegetable oil (canola and/or soyb",,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1
Roasted Turkey & Colby Jack Half Sub,United States,"Turkey breast (with turkey broth, salt, dextrose, carrageenan, sodium phosphate, vegetable oil), multigrain sub roll (enriched wheat flour [wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid], water, grain",,4.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1
Black Forest Ham & Provolone Half Sub,United States,"Ham (cured with water, salt, sugar, dextrose, sodium phosphate, honey, sodium erythorbate, sodium nitrite; coated with caramel color), sub roll (enriched wheat and malted barley flour [contains niacin, reduced iron, thiamine mononitrate, riboflavin, folic",,6.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1
Roast Beef & Cheddar Half Sub,United States,"Roast beef (beef, water, contains less than 2% of: sodium lactate, sodium phosphate, sodium diacetate, salt, hydrolyzed corn protein, flavorings, coated with dextrose, salt, caramel color, onion and garlic powder, hydrolyzed corn protein, spices), sub rol",,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1
All American Half Sub,United States,"Sub roll (enriched wheat flour (wheat and malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid], water, contains 2% or less of: yeast, sugar, salt, malted barley extract, wheat gluten vegetable oil [canola oil or soybean",,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1
Roasted Turkey & Colby Jack Pinwheels,United States,"Turkey breast (with turkey broth, salt, dextrose, carrageenan, sodium phosphate, vegetable oil), flat bread (enriched unbleached wheat and malted barley flour [contains niacin, iron, thiamine mononitrate, riboflavin, folic acid], filtered water, sea salt,",,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1
Ham & Provolone Pinwheels,United States,"Ham (cured with water, salt, sugar, dextrose, sodium phosphate, honey, sodium erythorbate, sodium nitrite, coated with caramel color), flat bread (enriched unbleached wheat and malted barley flour [contains niacin, iron, thiamine mononitrate, riboflavin,",,6.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1
Angus Roast Beef & Cheddar Pinwheels,United States,"Roast beef (beef, water, contains less than 2%: sodium lactate, sodium phosphate, sodium diacetate, salt, hydrolyzed corn protein, flavorings; coated with dextrose, salt, caramel color, onion and garlic powder, hydrolyzed corn protein, spices), flat bread",,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1
Egg Salad On A Croissant,United States,"Egg salad (hard cooked eggs [with water, citric acid, monosodium phosphate, potassium sorbate {preservative}], dressing [mayonnaise {soybean oil, vinegar, egg yolk, high fructose corn syrup, water, salt, natural flavor, calcium disodium edta to protect fl",,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1
Chicken Salad On A Croissant,United States,"Chicken breast meat (with water, seasoning [salt, maltodextrin, natural flavors, onion powder, yeast extract, garlic powder, canola oil, carrageenan, silicon dioxide], sodium tripolyphosphate, salt), croissant (enriched wheat flour [contains niacin, reduc",,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1
Turkey & Swiss On A Croissant,United States,"Turkey breast (with turkey broth, salt, dextrose, carrageenan, sodium phosphate, vegetable oil), croissant (enriched wheat flour [contains niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid], water, unsalted butter, milk with vitamin d add",,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Honey Ham & Turkey Sliders,United States,"Roll (enriched wheat and malted barley flour [contains niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid], water, sugar, palm oil, nonfat dry milk, yeast, eggs, contains 2% or less of: salt, natural wheat sour, cultured wheat starch and w",,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Pesto Chicken & Mozzarella On Ciabatta,United States,"White chicken meat (with water, salt, spices, dehydrated onion, dehydrated garlic), ciabatta roll (unbleached enriched wheat flour [wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid], water, sea salt, extra virgin olive oil,",,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1
Garden Salad,United States,"Romaine and iceberg lettuce, tomatoes, broccoli, cucumbers, carrots, yellow peppers, red onions, ranch dressing: soybean oil, water, buttermilk, sour cream (cultured milk and cream, nonfat dry milk, modified corn starch, guar gum, locust bean gum, carrage",,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1
Chef Salad,United States,"Romaine and iceberg lettuce, eggs (with water, citric acid, monosodium phosphate, potassium sorbate [preservative]), cucumber, turkey breast (turkey breast meat, turkey broth, honey, sugar, salt, sodium phosphate, sodium erythorbate, sodium nitrite), ham",,6.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1
Chicken & Bacon Salad,United States,"Romaine and iceberg lettuce, white chicken meat (with water, salt, spices, dehydrated onion, dehydrated garlic), eggs (with water, citric acid, monosodium phosphate, potassium sorbate [preservative]), tomatoes, blue cheese (pasteurized milk, cheese cultur",,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1
Chef Side Salad,United States,"Romaine and iceberg lettuce, eggs (with water, citric acid, monosodium phosphate, potassium sorbate [preservative]), cucumber, turkey breast (turkey breast meat, turkey broth, honey, sugar, salt, sodium phosphate, sodium erythorbate, sodium nitrite), ham",,6.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1
Chicken & Bacon Cobb Side Salad,United States,"Romaine and iceberg lettuce, white chicken meat (with water, salt spices, dehydrated onion, dehydrated garlic), eggs (wuth water, citric acid. monosodium phosphate. potassium sorbate [preservative]). tomatoes. blue cheese (pasteurized milk, cheese culture",,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1
Ranch Dip,United States,"Vegetables (carrots, broccoli, tomatoes, celery), ranch dip (sour cream [cream, modified corn starch, lactic acid, dextrose, gelatin, mono and diglycerides, sodium phosphate, locust bean gum and/or xanthan gum and/or guar gum, acetic acid, citric acid, ph",,7.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1
Honey Ham & Swiss Cheese Pinwheel Tray,United States,"Ham (cured with water, honey, sugar, salt, sodium phosphate, sodium erythobate, sodium nitrite), swiss cheese (part-skim milk, cheese culture, salt, enzymes), flat bread (enriched unbleached wheat and malted barley flour [contains niacin, iron, thiamine m",,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1
Black Forest Ham & Havarti On A Pretzel Roll,United States,"Ham (cured with water, salt, sugar, dextrose, sodium phosphate, honey, sodium erythorbate, sodium nitrite; coated with caramel color), pretzel roll (enriched wheat flour [wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, ribofl",,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1
Chicken Pot Pie,United States,"Water, pie crust (enriched flour [wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid], vegetable shortening [palm oil, soybean oil], water, maltodextrin, contains 2% or less of: dextrose, corn syrup, salt, nonfat dry milk, cal",,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1
Homestyle Mini Meatloaf,United States,"Beef, ketchup (tomato concentrate, high fructose syrup, distilled vinegar, corn syrup, salt, contains less than 2% of: spice, onion powder, natural flavors), onions, eggs (with citric acid), crackers (enriched flour [wheat flour, niacin, reduced iron, thi",,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1
Grilled Salmon,United States,"Salmon filet (pink and/or keta salmon, water, contains 2% or less of: salt, sugar, sodium phosphates, maltodextrin, dehydrated garlic and onion, spices, xanthan gum, paprika, natural flavor, spice extractives), lemon, fresh parsley.",,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1
Authentic Italian Lasagna,United States,"Sauce base (tomatoes, sauteed onions, carrot puree, extra virgin olive and sunflower oils, salt, garlic, basil, sugar, pepper, citric acid), pasta sheet (enriched durum wheat flour [contains niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic",,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1
Traditional Macaroni & Cheese,United States,"Macaroni (durum semolina, niacin, iron, thiamine mononitrate, riboflavin, folic acid), milk, cheddar cheese (pasteurized milk, cheese culture, salt, enzymes, annatto [color], potato starch, corn starch, powdered cellulose), processed cheese product (milk,",,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1
Brussels Sprouts With Pancetta,United States,"Brussels sprouts, onions, pancetta (pork, salt, contains less than 2% of:dextrose, natural flavoring, wine, garlic, lactic acid starter culture, sodium ascorbate, ascorbic acid, sodium nitrite), canola oil, syrup (corn syrup, water, high fructose corn syr",,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1
Green Beans Almondine,United States,"Green beans, canola oil, almonds, sea salt, pepper.",,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
Herb Roasted Potatoes,United States,"Potatoes, canola oil, olive oil, basil, garlic (with water, citric acid), white balsamic vinegar (wine vinegar, concentrated grape juice, sulfites), salt, sea salt, sugar, pepper.",,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Baked Macaroni & Cheese,United States,",macaroni (durum semolina, niacin, iron, thiamine mononitrate, riboflavin, folic acid), milk, cheddar cheese (cultured milk, salt, enzymes, annatto [color], potato starch and cellulose powder, natamycin [preservative], processed cheese product [milk, whey",,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Traditional Macaroni & Cheese,United States,"Macaroni (durum semolina, niacin, iron, thiamine mononitrate, riboflavin, folic acid), milk cheddar cheese (pasteurized milk, cheese culture, salt, emzymes, annatto [color, potato starch corn starch, powdered cellulose), processed cheese product (milk, wh",,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
Penne Pasta With A Hearty Meat Sauce,United States,"Sauce base (tomatoes, sauteed onions, carrot puree, extra virgin olive and sunflower oils, salt, garlic, basil, sugar, pepper, citric acid), pasta (durum semolina, niacin, iron, thiamin mononitrate, riboflavin, folic acid), mozzarella cheese (pasteurized",,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
